My Account Log In
IP2Location LITE
Home
Free Databases
IP Addresses
Free Plugins
FAQs
Contact
Home United States IP Address Ranges
United States IP Address Ranges
United States has a total of 1,571,238,096 IP address assigned. Below are all IP address ranges in United States.

Data Sources:
i. You can download the complete free data in CSV format from IP2Location LITE DB1.
ii. You can also download the list in firewall format from IP2Location Firewall List.

Begin IP Address	End IP Address	Total Count
40.136.39.182	40.136.68.75	7,318
40.136.68.80	40.136.69.231	408
40.136.69.236	40.136.70.67	88
40.136.70.72	40.136.76.115	1,580
40.136.76.120	40.136.76.215	96
40.136.76.220	40.136.77.99	136
40.136.77.104	40.136.78.3	156
40.136.78.8	40.136.78.107	100
40.136.78.112	40.136.78.159	48
40.136.78.164	40.136.78.239	76
40.136.78.244	40.136.79.203	216
40.136.79.208	40.136.179.19	25,412
40.136.179.24	40.136.179.127	104
40.136.179.132	40.137.47.115	31,728
40.137.47.120	40.137.112.187	16,708
40.137.112.192	40.137.115.207	784
40.137.115.210	40.138.63.111	52,126
40.138.63.116	40.139.44.71	60,628
40.139.44.76	40.139.44.107	32
40.139.44.112	40.139.44.205	94
40.139.44.208	40.139.45.83	132
40.139.45.88	40.139.196.11	38,580
40.139.196.16	40.139.196.195	180
40.139.196.200	40.139.198.111	424
40.139.198.120	40.139.199.251	388
40.139.200.0	40.139.255.7	14,088
40.139.255.12	40.139.255.99	88
40.139.255.104	40.139.255.195	92
40.139.255.200	40.141.100.187	91,380
40.141.100.192	40.141.103.107	684
40.141.103.112	40.141.150.227	12,148
40.141.150.232	40.255.255.255	7,498,008
41.60.137.25	41.60.137.25	1
41.60.137.213	41.60.137.213	1
41.60.138.5	41.60.138.6	2
41.63.68.0	41.63.68.255	256
41.77.147.105	41.77.147.105	1
41.77.148.39	41.77.148.39	1
41.77.148.42	41.77.148.42	1
41.89.25.0	41.89.25.255	256
41.89.106.0	41.89.107.255	512
41.93.128.0	41.93.131.255	1,024
41.175.0.4	41.175.0.4	1
41.175.0.6	41.175.0.6	1
41.175.0.10	41.175.0.11	2
41.175.0.13	41.175.0.13	1
41.175.0.88	41.175.0.88	1
41.175.1.8	41.175.1.8	1
41.175.1.12	41.175.1.13	2
41.175.1.15	41.175.1.15	1
41.175.1.67	41.175.1.67	1
41.175.1.86	41.175.1.86	1
41.175.1.122	41.175.1.122	1
41.175.2.91	41.175.2.92	2
41.175.7.119	41.175.7.119	1
41.175.38.6	41.175.38.6	1
41.175.40.4	41.175.40.4	1
41.175.41.8	41.175.41.8	1
41.175.43.48	41.175.43.49	2
41.175.46.105	41.175.46.105	1
41.175.252.57	41.175.252.57	1
41.194.17.0	41.194.17.255	256
41.194.19.0	41.194.19.255	256
41.194.20.160	41.194.20.191	32
41.194.23.240	41.194.23.255	16
41.194.24.96	41.194.24.191	96
41.194.25.128	41.194.25.191	64
41.194.26.64	41.194.26.127	64
41.194.28.0	41.194.29.255	512
41.194.48.0	41.194.48.255	256
41.194.56.0	41.194.57.255	512
41.194.78.0	41.194.78.7	8
41.206.187.241	41.206.187.241	1
41.206.187.245	41.206.187.245	1
41.206.189.50	41.206.189.50	1
41.206.190.2	41.206.190.3	2
41.206.190.162	41.206.190.163	2
41.216.184.0	41.216.185.255	512
41.216.188.0	41.216.189.255	512
42.99.178.0	42.99.178.255	256
43.225.101.0	43.225.101.255	256
43.226.24.0	43.226.27.255	1,024
43.227.237.0	43.227.237.255	256
43.228.184.0	43.228.187.255	1,024
43.230.26.0	43.230.26.255	256
43.230.56.0	43.230.58.255	768
43.230.59.1	43.230.59.254	254
43.230.108.0	43.230.108.255	256
43.231.12.0	43.231.15.255	1,024
43.231.224.0	43.231.226.191	704
43.231.227.0	43.231.227.255	256
43.243.84.0	43.243.87.255	1,024
43.245.196.0	43.245.197.255	512
43.249.13.0	43.249.13.255	256
43.250.196.0	43.250.196.255	256
43.250.249.0	43.250.249.255	256
43.251.181.0	43.251.183.255	768
43.255.24.0	43.255.25.255	512
43.255.27.0	43.255.27.255	256
43.255.80.0	43.255.80.255	256
43.255.82.0	43.255.83.255	512
43.255.190.0	43.255.190.255	256
44.0.0.0	44.2.5.255	132,608
44.2.7.0	44.4.129.255	162,560
44.4.131.0	44.10.3.255	360,704
44.10.5.0	44.12.96.255	154,624
44.12.98.0	44.12.98.255	256
44.12.100.0	44.16.14.255	240,384
44.16.16.0	44.26.129.255	684,544
44.26.132.0	44.124.255.255	6,454,272
44.125.1.0	44.127.5.255	132,352
44.127.8.0	44.127.46.255	9,984
44.127.48.0	44.127.127.255	20,480
44.127.129.0	44.130.98.255	188,928
44.130.100.0	44.130.104.255	1,280
44.130.107.0	44.130.111.255	1,280
44.130.113.0	44.130.115.255	768
44.130.117.0	44.130.119.255	768
44.130.121.0	44.131.1.255	35,072
44.131.3.0	44.131.3.255	256
44.131.6.0	44.131.12.255	1,792
44.131.15.0	44.131.22.255	2,048
44.131.24.0	44.131.129.255	27,136
44.131.132.0	44.131.135.255	1,024
44.131.137.0	44.131.137.255	256
44.131.140.0	44.133.200.255	146,688
44.133.202.0	44.133.232.255	7,936
44.133.234.0	44.134.33.255	14,336
44.134.35.0	44.134.37.255	768
44.134.40.0	44.134.64.255	6,400
44.134.66.0	44.134.145.255	20,480
44.134.147.0	44.134.159.255	3,328
44.134.161.0	44.134.225.255	16,640
44.134.227.0	44.135.87.255	29,952
44.135.89.0	44.135.115.255	6,912
44.135.122.0	44.135.130.255	2,304
44.135.132.0	44.135.159.255	7,168
44.135.168.0	44.135.169.255	512
44.135.171.0	44.135.192.255	5,632
44.135.194.0	44.135.196.255	768
44.135.198.0	44.135.198.255	256
44.135.200.0	44.135.207.255	2,048
44.135.219.0	44.136.59.255	24,832
44.136.62.0	44.136.63.255	512
44.136.69.0	44.136.123.255	14,080
44.136.125.0	44.136.137.255	3,328
44.136.140.0	44.136.149.255	2,560
44.136.156.0	44.136.157.255	512
44.136.160.0	44.136.200.255	10,496
44.136.202.0	44.136.203.255	512
44.136.205.0	44.136.208.255	1,024
44.136.210.0	44.136.226.255	4,352
44.136.228.0	44.136.255.255	7,168
44.138.0.0	44.138.255.255	65,536
44.139.9.0	44.139.10.255	512
44.139.13.0	44.139.13.255	256
44.139.21.0	44.139.21.255	256
44.139.26.0	44.139.26.255	256
44.139.61.0	44.139.61.255	256
44.139.63.0	44.139.63.255	256
44.139.75.0	44.139.76.255	512
44.139.81.0	44.139.81.255	256
44.139.96.0	44.139.96.255	256
44.139.100.0	44.139.100.255	256
44.139.107.0	44.139.107.255	256
44.139.115.0	44.139.115.255	256
44.139.127.0	44.139.128.255	512
44.139.162.0	44.139.162.255	256
44.139.218.0	44.139.218.255	256
44.139.227.0	44.139.227.255	256
44.139.248.0	44.139.248.255	256
44.141.0.0	44.141.123.255	31,744
44.141.125.0	44.141.131.255	1,792
44.141.133.0	44.141.139.255	1,792
44.141.144.0	44.143.255.255	159,744
44.145.0.0	44.145.127.255	32,768
44.145.129.0	44.154.255.255	622,336
44.156.0.0	44.161.203.255	379,904
44.161.206.0	44.161.219.255	3,584
44.161.224.0	44.161.237.255	3,584
44.161.240.0	44.162.0.255	4,352
44.162.4.0	44.162.4.255	256
44.162.6.0	44.162.20.255	3,840
44.162.24.0	44.162.24.255	256
44.162.26.0	44.162.29.255	1,024
44.162.31.0	44.162.31.255	256
44.162.33.0	44.162.37.255	1,280
44.162.39.0	44.162.44.255	1,536
44.162.46.0	44.162.58.255	3,328
44.162.60.0	44.162.63.255	1,024
44.162.65.0	44.162.65.255	256
44.162.70.0	44.162.70.255	256
44.162.72.0	44.162.75.255	1,024
44.162.78.0	44.162.78.255	256
44.162.80.0	44.162.80.255	256
44.162.83.0	44.162.86.255	1,024
44.162.89.0	44.162.101.255	3,328
44.162.103.0	44.162.109.255	1,792
44.162.112.0	44.162.115.255	1,024
44.162.118.0	44.162.122.255	1,280
44.162.124.0	44.162.126.255	768
44.162.128.0	44.162.134.255	1,792
44.162.136.0	44.162.144.255	2,304
44.162.146.0	44.162.146.255	256
44.162.148.0	44.162.148.255	256
44.162.151.0	44.162.153.255	768
44.162.156.0	44.162.156.255	256
44.162.158.0	44.162.159.255	512
44.162.162.0	44.162.166.255	1,280
44.162.168.0	44.162.168.255	256
44.162.170.0	44.162.171.255	512
44.162.173.0	44.162.175.255	768
44.162.178.0	44.162.180.255	768
44.162.182.0	44.162.187.255	1,536
44.162.189.0	44.162.189.255	256
44.162.191.0	44.162.192.255	512
44.162.194.0	44.162.198.255	1,280
44.162.201.0	44.162.204.255	1,024
44.162.207.0	44.162.215.255	2,304
44.162.217.0	44.162.221.255	1,280
44.162.223.0	44.162.223.255	256
44.162.225.0	44.162.235.255	2,816
44.162.237.0	44.162.237.255	256
44.162.239.0	44.162.242.255	1,024
44.162.244.0	44.162.244.255	256
44.162.246.0	44.162.247.255	512
44.162.249.0	44.162.254.255	1,536
44.163.0.0	44.164.63.255	81,920
44.164.68.0	44.165.43.255	59,392
44.165.45.0	44.167.255.255	185,088
44.169.0.0	44.169.255.255	65,536
44.171.0.0	44.181.255.255	720,896
44.182.16.0	44.182.51.255	9,216
44.182.56.0	44.188.127.255	411,648
44.188.136.0	44.190.0.255	96,512
44.190.4.0	44.190.6.255	768
44.190.10.0	44.190.10.255	256
44.190.12.0	44.190.12.255	256
44.190.14.0	44.190.14.255	256
44.190.17.0	44.190.19.255	768
44.190.21.0	45.1.255.255	4,451,072
45.3.32.0	45.3.255.255	57,344
45.4.172.0	45.4.175.255	1,024
45.4.196.0	45.4.199.255	1,024
45.4.204.0	45.4.207.255	1,024
45.5.64.0	45.5.67.255	1,024
45.6.44.0	45.6.47.255	1,024
45.8.92.0	45.8.96.255	1,280
45.8.99.0	45.8.99.255	256
45.8.206.0	45.8.206.255	256
45.8.216.0	45.8.219.255	1,024
45.9.8.0	45.9.19.255	3,072
45.9.49.0	45.9.51.255	768
45.9.92.0	45.9.95.255	1,024
45.9.152.0	45.9.155.255	1,024
45.9.184.0	45.9.187.255	1,024
45.10.1.0	45.10.3.255	768
45.10.21.0	45.10.23.255	768
45.10.69.0	45.10.71.255	768
45.10.156.0	45.10.159.255	1,024
45.10.184.0	45.10.187.255	1,024
45.11.0.0	45.11.0.255	256
45.11.3.0	45.11.3.255	256
45.11.8.0	45.11.11.255	1,024
45.11.52.0	45.11.55.255	1,024
45.11.80.0	45.11.83.255	1,024
45.11.106.0	45.11.107.255	512
45.11.176.0	45.11.179.255	1,024
45.11.228.0	45.11.229.255	512
45.11.240.0	45.11.243.255	1,024
45.12.80.0	45.12.83.255	1,024
45.12.88.0	45.12.91.255	1,024
45.12.108.0	45.12.115.255	2,048
45.12.128.0	45.12.151.255	6,144
45.12.161.0	45.12.163.255	768
45.12.180.0	45.12.183.255	1,024
45.12.204.0	45.12.205.255	512
45.12.232.0	45.12.235.255	1,024
45.13.56.0	45.13.59.255	1,024
45.13.64.0	45.13.67.255	1,024
45.13.76.0	45.13.77.255	512
45.13.108.0	45.13.111.255	1,024
45.13.117.0	45.13.117.255	256
45.13.119.0	45.13.119.255	256
45.13.134.0	45.13.135.255	512
45.13.148.0	45.13.151.255	1,024
45.13.180.0	45.13.183.255	1,024
45.13.224.0	45.13.227.255	1,024
45.13.244.0	45.13.247.255	1,024
45.13.250.0	45.13.251.255	512
45.14.44.0	45.14.47.255	1,024
45.14.74.0	45.14.75.255	512
45.14.80.0	45.14.83.255	1,024
45.14.113.0	45.14.115.255	768
45.14.180.0	45.14.183.255	1,024
45.14.192.0	45.14.195.255	1,024
45.14.216.0	45.14.219.255	1,024
45.15.36.0	45.15.39.255	1,024
45.15.124.0	45.15.131.255	2,048
45.15.140.0	45.15.147.255	2,048
45.15.152.0	45.15.155.255	1,024
45.15.160.0	45.15.171.255	3,072
45.15.176.0	45.15.179.255	1,024
45.15.184.0	45.15.187.255	1,024
45.16.0.0	45.32.8.255	1,050,880
45.32.13.0	45.32.13.255	256
45.32.16.0	45.32.16.255	256
45.32.19.0	45.32.21.255	768
45.32.25.0	45.32.25.255	256
45.32.27.0	45.32.27.255	256
45.32.38.0	45.32.40.255	768
45.32.42.0	45.32.42.255	256
45.32.44.0	45.32.44.255	256
45.32.46.0	45.32.46.255	256
45.32.49.0	45.32.51.255	768
45.32.54.0	45.32.54.255	256
45.32.56.0	45.32.56.255	256
45.32.58.0	45.32.58.255	256
45.32.60.0	45.32.61.255	512
45.32.64.0	45.32.95.255	8,192
45.32.97.32	45.32.97.255	224
45.32.98.32	45.32.98.255	224
45.32.128.0	45.32.143.255	4,096
45.32.152.0	45.32.152.255	256
45.32.155.0	45.32.156.255	512
45.32.160.0	45.32.175.255	4,096
45.32.177.0	45.32.177.255	256
45.32.192.0	45.32.208.1	4,098
45.32.208.3	45.32.231.255	6,141
45.32.251.0	45.32.251.255	256
45.33.0.0	45.33.151.255	38,912
45.33.153.0	45.33.158.255	1,536
45.33.160.0	45.33.191.255	8,192
45.33.194.0	45.33.200.255	1,792
45.33.202.0	45.40.15.255	411,136
45.40.32.0	45.40.47.255	4,096
45.40.80.0	45.40.115.255	9,216
45.40.117.0	45.40.191.255	19,200
45.41.64.0	45.41.95.255	8,192
45.41.128.0	45.41.134.255	1,792
45.41.140.0	45.41.145.255	1,536
45.41.147.0	45.41.147.255	256
45.41.151.0	45.41.159.255	2,304
45.41.164.0	45.41.167.255	1,024
45.41.180.0	45.41.191.255	3,072
45.42.2.0	45.42.7.255	1,536
45.42.16.0	45.42.23.255	2,048
45.42.28.0	45.42.35.255	2,048
45.42.40.0	45.42.71.255	8,192
45.42.80.0	45.42.95.255	4,096
45.43.0.0	45.43.31.255	8,192
45.43.87.0	45.43.87.255	256
45.43.96.0	45.43.255.255	40,960
45.46.0.0	45.56.136.255	690,432
45.56.138.0	45.56.151.255	3,584
45.56.154.0	45.56.155.255	512
45.56.160.0	45.56.165.255	1,536
45.56.169.0	45.56.202.255	8,704
45.56.204.0	45.56.215.255	3,072
45.57.0.0	45.57.129.31	33,056
45.57.129.40	45.57.129.255	216
45.57.132.0	45.57.133.255	512
45.57.135.72	45.57.136.63	248
45.57.136.192	45.57.136.255	64
45.57.138.160	45.57.138.207	48
45.57.138.224	45.57.138.231	8
45.57.138.240	45.57.139.127	144
45.57.139.144	45.57.141.127	496
45.57.141.144	45.57.142.127	240
45.57.142.144	45.57.143.127	240
45.57.143.144	45.57.144.15	128
45.57.144.32	45.57.144.95	64
45.57.144.144	45.57.144.207	64
45.57.144.224	45.57.144.239	16
45.57.144.248	45.57.145.255	264
45.57.147.0	45.57.147.31	32
45.57.147.40	45.57.147.63	24
45.57.147.80	45.57.147.95	16
45.57.147.128	45.57.147.255	128
45.57.149.0	45.57.149.127	128
45.57.152.128	45.57.153.31	160
45.57.153.64	45.57.153.79	16
45.57.153.88	45.57.153.111	24
45.57.154.0	45.57.154.63	64
45.57.154.192	45.57.154.255	64
45.57.156.0	45.57.156.63	64
45.57.156.160	45.57.156.175	16
45.57.156.192	45.57.157.255	320
45.57.159.0	45.57.159.255	256
45.57.161.192	45.57.162.127	192
45.57.162.144	45.57.162.159	16
45.57.162.176	45.57.162.255	80
45.57.163.32	45.57.163.63	32
45.57.163.96	45.57.163.255	160
45.57.165.224	45.57.165.255	32
45.57.166.128	45.57.167.255	384
45.57.170.0	45.57.170.255	256
45.57.174.0	45.57.174.255	256
45.57.176.0	45.57.179.239	1,008
45.57.180.0	45.57.182.191	704
45.57.183.0	45.57.183.191	192
45.57.184.0	45.57.185.255	512
45.57.192.0	45.57.192.191	192
45.57.193.0	45.57.193.63	64
45.57.193.192	45.57.193.255	64
45.57.197.64	45.57.197.95	32
45.57.197.128	45.57.198.255	384
45.57.202.0	45.57.204.79	592
45.57.204.224	45.57.204.255	32
45.57.206.0	45.57.206.255	256
45.57.208.0	45.57.208.255	256
45.57.210.0	45.57.210.63	64
45.57.210.96	45.57.213.191	864
45.57.213.224	45.57.216.127	672
45.57.217.0	45.57.217.127	128
45.57.217.160	45.57.217.207	48
45.57.217.224	45.57.218.47	80
45.57.218.64	45.57.219.15	208
45.57.219.48	45.57.219.255	208
45.57.220.160	45.57.220.191	32
45.57.222.0	45.57.222.63	64
45.57.224.0	45.57.224.255	256
45.57.227.0	45.57.227.255	256
45.57.230.192	45.57.230.215	24
45.57.230.224	45.57.230.255	32
45.57.232.0	45.57.232.191	192
45.57.233.0	45.57.234.127	384
45.57.234.160	45.57.234.191	32
45.57.234.224	45.57.234.255	32
45.57.236.0	45.57.240.31	1,056
45.57.241.0	45.57.241.255	256
45.57.242.128	45.57.243.255	384
45.57.248.0	45.57.250.127	640
45.57.250.136	45.57.250.159	24
45.57.250.168	45.57.250.175	8
45.57.250.200	45.57.250.223	24
45.57.250.240	45.57.250.247	8
45.57.252.0	45.58.15.255	5,120
45.58.32.0	45.58.79.255	12,288
45.58.112.0	45.58.127.255	4,096
45.59.0.0	45.59.23.255	6,144
45.59.25.0	45.59.71.255	12,032
45.59.80.0	45.59.112.255	8,448
45.59.115.0	45.59.127.255	3,328
45.59.192.0	45.60.0.255	16,640
45.60.2.0	45.60.4.255	768
45.60.6.0	45.60.12.255	1,792
45.60.15.0	45.60.16.255	512
45.60.18.0	45.60.18.255	256
45.60.22.0	45.60.22.255	256
45.60.24.0	45.60.25.255	512
45.60.31.0	45.60.32.255	512
45.60.35.0	45.60.35.255	256
45.60.37.0	45.60.38.255	512
45.60.44.0	45.60.45.255	512
45.60.48.0	45.60.51.255	1,024
45.60.60.0	45.60.63.255	1,024
45.60.66.0	45.60.70.255	1,280
45.60.73.0	45.60.73.255	256
45.60.75.0	45.60.75.255	256
45.60.77.0	45.60.77.255	256
45.60.79.0	45.60.79.255	256
45.60.82.0	45.60.84.255	768
45.60.86.0	45.60.86.255	256
45.60.88.0	45.60.113.255	6,656
45.60.115.0	45.60.116.255	512
45.60.121.0	45.60.122.255	512
45.60.125.0	45.60.128.255	1,024
45.60.131.0	45.60.132.255	512
45.60.135.0	45.60.138.255	1,024
45.60.141.0	45.60.144.255	1,024
45.60.147.0	45.60.152.255	1,536
45.60.157.0	45.60.164.255	2,048
45.60.169.0	45.60.172.255	1,024
45.60.174.0	45.60.174.255	256
45.60.178.0	45.60.180.255	768
45.60.185.0	45.60.192.255	2,048
45.60.194.0	45.60.210.255	4,352
45.60.217.0	45.60.217.255	256
45.60.219.0	45.60.219.255	256
45.60.223.0	45.60.229.255	1,792
45.60.231.0	45.60.236.255	1,536
45.60.238.0	45.60.247.255	2,560
45.60.249.0	45.60.255.255	1,792
45.61.16.0	45.61.63.255	12,288
45.61.69.0	45.61.82.255	3,584
45.61.84.0	45.61.87.255	1,024
45.61.104.0	45.62.41.255	49,664
45.62.43.0	45.62.55.255	3,328
45.62.57.0	45.62.63.255	1,792
45.62.96.0	45.62.119.255	6,144
45.62.124.0	45.62.188.255	16,640
45.63.0.0	45.63.23.255	6,144
45.63.32.0	45.63.39.255	2,048
45.63.44.0	45.63.44.255	256
45.63.45.32	45.63.45.159	128
45.63.46.0	45.63.95.255	12,800
45.63.98.0	45.63.98.255	256
45.63.103.0	45.63.103.127	128
45.63.104.0	45.63.111.255	2,048
45.63.113.32	45.63.113.127	96
45.63.113.160	45.63.113.175	16
45.63.113.224	45.63.113.255	32
45.63.116.0	45.63.117.255	512
45.63.118.32	45.63.119.255	480
45.63.122.0	45.63.122.255	256
45.63.125.0	45.63.125.255	256
45.63.127.0	45.63.255.255	33,024
45.64.65.0	45.64.65.255	256
45.65.44.0	45.65.44.255	256
45.65.46.0	45.65.47.255	512
45.65.92.0	45.65.95.255	1,024
45.66.60.0	45.66.63.255	1,024
45.66.116.0	45.66.119.255	1,024
45.66.132.0	45.66.133.255	512
45.66.160.0	45.66.167.255	2,048
45.66.236.0	45.66.239.255	1,024
45.67.16.0	45.67.17.255	512
45.67.52.0	45.67.52.255	256
45.67.133.0	45.67.135.255	768
45.67.139.0	45.67.139.255	256
45.67.176.0	45.67.179.255	1,024
45.67.200.0	45.67.203.255	1,024
45.67.212.0	45.67.214.255	768
45.67.218.0	45.67.223.255	1,536
45.71.16.0	45.71.19.255	1,024
45.72.0.0	45.72.0.143	144
45.72.0.152	45.72.0.175	24
45.72.0.192	45.72.0.207	16
45.72.0.224	45.72.0.255	32
45.72.2.0	45.72.3.127	384
45.72.3.192	45.72.3.207	16
45.72.3.232	45.72.4.63	88
45.72.4.128	45.72.4.159	32
45.72.4.176	45.72.4.255	80
45.72.7.128	45.72.11.135	1,032
45.72.11.144	45.72.11.159	16
45.72.11.176	45.72.11.191	16
45.72.11.208	45.72.11.215	8
45.72.11.224	45.72.12.15	48
45.72.12.32	45.72.12.87	56
45.72.12.96	45.72.12.111	16
45.72.12.128	45.72.12.143	16
45.72.12.192	45.72.14.255	576
45.72.16.0	45.72.16.255	256
45.72.20.0	45.72.20.255	256
45.72.23.0	45.72.23.31	32
45.72.23.64	45.72.23.79	16
45.72.23.96	45.72.23.111	16
45.72.23.128	45.72.23.159	32
45.72.23.232	45.72.23.255	24
45.72.25.0	45.72.26.63	320
45.72.26.80	45.72.26.87	8
45.72.26.96	45.72.26.111	16
45.72.27.0	45.72.28.159	416
45.72.28.192	45.72.28.223	32
45.72.29.64	45.72.29.95	32
45.72.29.128	45.72.29.175	48
45.72.29.192	45.72.31.255	576
45.72.34.0	45.72.35.143	400
45.72.35.168	45.72.35.191	24
45.72.35.208	45.72.35.215	8
45.72.35.224	45.72.35.239	16
45.72.36.0	45.72.36.255	256
45.72.38.0	45.72.39.255	512
45.72.42.0	45.72.43.255	512
45.72.48.0	45.72.48.255	256
45.72.52.0	45.72.52.255	256
45.72.57.0	45.72.57.255	256
45.72.58.128	45.72.59.255	384
45.72.64.0	45.72.64.255	256
45.72.67.0	45.72.67.31	32
45.72.67.40	45.72.67.63	24
45.72.67.80	45.72.67.127	48
45.72.68.0	45.72.68.255	256
45.72.70.0	45.72.70.31	32
45.72.70.40	45.72.70.63	24
45.72.70.80	45.72.70.95	16
45.72.71.0	45.72.71.63	64
45.72.71.128	45.72.71.159	32
45.72.71.168	45.72.71.191	24
45.72.72.32	45.72.72.95	64
45.72.72.112	45.72.72.127	16
45.72.72.192	45.72.72.255	64
45.72.73.16	45.72.73.31	16
45.72.73.64	45.72.73.79	16
45.72.73.104	45.72.74.31	184
45.72.74.64	45.72.74.79	16
45.72.74.96	45.72.74.127	32
45.72.76.0	45.72.76.127	128
45.72.77.0	45.72.78.255	512
45.72.82.32	45.72.83.63	288
45.72.83.96	45.72.83.191	96
45.72.84.0	45.72.86.255	768
45.72.93.0	45.72.93.255	256
45.72.96.0	45.72.96.255	256
45.72.98.0	45.72.99.255	512
45.72.101.0	45.72.101.255	256
45.72.104.0	45.72.104.255	256
45.72.108.0	45.72.109.23	280
45.72.109.40	45.72.109.79	40
45.72.109.96	45.72.109.127	32
45.72.109.160	45.72.109.255	96
45.72.118.0	45.72.119.255	512
45.72.124.0	45.72.124.255	256
45.72.126.0	45.72.127.255	512
45.73.128.0	45.73.163.255	9,216
45.73.165.0	45.73.169.255	1,280
45.73.174.0	45.73.175.255	512
45.73.180.0	45.73.189.255	2,560
45.73.192.0	45.73.255.255	16,384
45.74.1.0	45.74.2.255	512
45.74.5.0	45.74.9.255	1,280
45.74.12.0	45.74.13.255	512
45.74.15.0	45.74.16.255	512
45.74.27.0	45.74.27.255	256
45.74.28.128	45.74.29.255	384
45.74.30.128	45.74.30.255	128
45.74.31.128	45.74.31.255	128
45.74.33.0	45.74.36.255	1,024
45.74.38.0	45.74.38.255	256
45.74.42.0	45.74.42.255	256
45.74.48.0	45.74.48.255	256
45.74.50.0	45.74.50.255	256
45.74.52.0	45.74.53.255	512
45.74.55.0	45.74.60.255	1,536
45.74.63.0	45.74.63.255	256
45.74.80.0	45.74.95.255	4,096
45.76.0.0	45.76.31.255	8,192
45.76.40.64	45.76.40.127	64
45.76.40.192	45.76.40.255	64
45.76.41.32	45.76.41.63	32
45.76.41.96	45.76.41.127	32
45.76.51.0	45.76.51.255	256
45.76.56.0	45.76.88.255	8,448
45.76.90.0	45.76.94.255	1,280
45.76.100.0	45.76.100.255	256
45.76.102.0	45.76.102.255	256
45.76.106.0	45.76.106.255	256
45.76.108.64	45.76.108.127	64
45.76.108.160	45.76.108.255	96
45.76.109.32	45.76.109.255	224
45.76.134.0	45.76.135.255	512
45.76.138.0	45.76.138.255	256
45.76.141.0	45.76.141.255	256
45.76.164.0	45.76.175.255	3,072
45.76.192.0	45.76.192.255	256
45.76.196.0	45.76.196.255	256
45.76.200.0	45.76.200.255	256
45.76.203.0	45.76.204.255	512
45.76.207.0	45.76.207.255	256
45.76.210.0	45.76.212.255	768
45.76.214.0	45.76.214.255	256
45.76.216.0	45.76.216.255	256
45.76.224.0	45.77.7.255	10,240
45.77.9.0	45.77.9.255	256
45.77.13.0	45.77.13.255	256
45.77.15.0	45.77.15.255	256
45.77.23.0	45.77.23.255	256
45.77.25.0	45.77.25.255	256
45.77.52.0	45.77.52.255	256
45.77.54.0	45.77.54.255	256
45.77.64.0	45.77.64.255	256
45.77.66.0	45.77.66.255	256
45.77.68.0	45.77.87.255	5,120
45.77.92.0	45.77.127.255	9,216
45.77.133.0	45.77.134.255	512
45.77.140.0	45.77.142.255	768
45.77.144.0	45.77.167.255	6,144
45.77.176.0	45.77.176.255	256
45.77.184.0	45.77.223.255	10,240
45.78.0.0	45.78.95.255	24,576
45.78.128.0	45.78.159.255	8,192
45.79.0.0	45.79.255.255	65,536
45.80.8.0	45.80.11.255	1,024
45.80.20.0	45.80.27.255	2,048
45.80.32.0	45.80.35.255	1,024
45.80.96.0	45.80.99.255	1,024
45.80.106.0	45.80.107.255	512
45.80.176.0	45.80.179.255	1,024
45.80.192.0	45.80.195.255	1,024
45.81.3.0	45.81.11.255	2,304
45.81.24.0	45.81.27.255	1,024
45.81.36.0	45.81.39.255	1,024
45.81.129.0	45.81.131.255	768
45.81.236.0	45.81.239.255	1,024
45.81.244.0	45.81.251.255	2,048
45.82.12.0	45.82.13.255	512
45.82.52.0	45.82.55.255	1,024
45.82.68.0	45.82.71.255	1,024
45.82.104.0	45.82.107.255	1,024
45.82.166.0	45.82.166.255	256
45.82.176.0	45.82.179.255	1,024
45.82.204.0	45.82.207.255	1,024
45.82.244.0	45.82.255.255	3,072
45.83.20.0	45.83.27.255	2,048
45.83.84.0	45.83.87.255	1,024
45.83.89.0	45.83.89.255	256
45.83.116.0	45.83.119.255	1,024
45.83.128.0	45.83.131.255	1,024
45.83.140.0	45.83.143.255	1,024
45.83.148.0	45.83.151.255	1,024
45.83.185.0	45.83.187.255	768
45.83.232.0	45.83.235.255	1,024
45.83.240.0	45.83.247.255	2,048
45.83.252.0	45.83.253.255	512
45.84.56.0	45.84.59.255	1,024
45.84.196.0	45.84.199.255	1,024
45.85.1.0	45.85.1.255	256
45.85.84.0	45.85.87.255	1,024
45.85.104.0	45.85.107.255	1,024
45.85.124.0	45.85.131.255	2,048
45.85.144.0	45.85.147.255	1,024
45.85.158.0	45.85.163.255	1,536
45.85.188.0	45.85.195.255	2,048
45.85.224.0	45.85.227.255	1,024
45.85.244.0	45.85.251.255	2,048
45.86.8.0	45.86.11.255	1,024
45.86.28.0	45.86.31.255	1,024
45.86.60.0	45.86.66.255	1,792
45.86.67.1	45.86.79.255	3,327
45.86.88.0	45.86.91.255	1,024
45.86.116.0	45.86.116.255	256
45.86.148.0	45.86.155.255	2,048
45.86.188.0	45.86.191.255	1,024
45.86.200.0	45.86.203.255	1,024
45.86.244.0	45.86.251.255	2,048
45.87.20.0	45.87.23.255	1,024
45.87.28.0	45.87.31.255	1,024
45.87.44.0	45.87.47.255	1,024
45.87.61.0	45.87.62.255	512
45.87.164.0	45.87.167.255	1,024
45.87.214.0	45.87.214.255	256
