My Account Log In
IP2Location LITE
Home
Free Databases
IP Addresses
Free Plugins
FAQs
Contact
Home United States IP Address Ranges
United States IP Address Ranges
United States has a total of 1,571,238,096 IP address assigned. Below are all IP address ranges in United States.

Data Sources:
i. You can download the complete free data in CSV format from IP2Location LITE DB1.
ii. You can also download the list in firewall format from IP2Location Firewall List.

Begin IP Address	End IP Address	Total Count
129.134.63.190	129.134.63.190	1
129.134.63.193	129.134.63.194	2
129.134.63.207	129.134.63.209	3
129.134.63.241	129.134.63.243	3
129.134.63.248	129.134.63.255	8
129.134.128.0	129.135.255.255	98,304
129.137.0.0	129.139.255.255	196,608
129.141.0.0	129.141.255.255	65,536
129.144.0.0	129.145.11.255	68,608
129.145.13.0	129.145.119.255	27,392
129.146.0.0	129.148.127.255	163,840
129.149.0.0	129.153.255.255	327,680
129.155.0.0	129.155.255.255	65,536
129.156.64.0	129.157.55.255	63,488
129.157.64.0	129.168.255.255	770,048
129.170.0.0	129.172.255.255	196,608
129.174.0.0	129.174.255.255	65,536
129.176.0.0	129.176.255.255	65,536
129.179.0.0	129.179.255.255	65,536
129.186.0.0	129.186.255.255	65,536
129.188.0.0	129.192.207.255	315,392
129.192.210.0	129.193.255.255	77,312
129.196.0.0	129.198.255.255	196,608
129.200.0.0	129.203.255.255	262,144
129.207.0.0	129.207.255.255	65,536
129.209.0.0	129.210.255.255	131,072
129.212.0.0	129.213.255.255	131,072
129.216.0.0	129.216.255.255	65,536
129.218.0.0	129.225.255.255	524,288
129.228.0.0	129.230.195.255	181,248
129.230.198.0	129.230.198.12	13
129.230.198.18	129.230.223.255	6,638
129.230.228.0	129.230.250.63	5,696
129.230.250.96	129.230.251.225	386
129.230.251.231	129.230.254.255	793
129.231.0.0	129.231.255.255	65,536
129.235.0.0	129.239.255.255	327,680
129.243.0.0	129.246.255.255	262,144
129.248.0.0	129.248.255.255	65,536
129.250.0.0	129.250.0.3	4
129.250.0.5	129.250.0.5	1
129.250.0.9	129.250.0.10	2
129.250.0.15	129.250.0.17	3
129.250.0.20	129.250.0.21	2
129.250.0.29	129.250.0.29	1
129.250.0.32	129.250.0.32	1
129.250.0.36	129.250.0.36	1
129.250.0.39	129.250.0.39	1
129.250.0.41	129.250.0.46	6
129.250.0.48	129.250.0.49	2
129.250.0.51	129.250.0.51	1
129.250.0.53	129.250.0.53	1
129.250.0.58	129.250.0.58	1
129.250.0.61	129.250.0.62	2
129.250.0.65	129.250.0.66	2
129.250.0.68	129.250.0.69	2
129.250.0.80	129.250.0.80	1
129.250.0.93	129.250.0.93	1
129.250.0.95	129.250.0.95	1
129.250.0.99	129.250.0.100	2
129.250.0.106	129.250.0.106	1
129.250.0.109	129.250.0.109	1
129.250.0.114	129.250.0.114	1
129.250.0.116	129.250.0.120	5
129.250.0.122	129.250.0.122	1
129.250.0.127	129.250.0.127	1
129.250.0.133	129.250.0.134	2
129.250.0.136	129.250.0.136	1
129.250.0.140	129.250.0.140	1
129.250.0.143	129.250.0.151	9
129.250.0.155	129.250.0.155	1
129.250.0.157	129.250.0.163	7
129.250.0.165	129.250.0.168	4
129.250.0.172	129.250.0.178	7
129.250.0.181	129.250.0.183	3
129.250.0.185	129.250.0.185	1
129.250.0.189	129.250.0.190	2
129.250.0.194	129.250.0.194	1
129.250.0.197	129.250.0.200	4
129.250.0.210	129.250.0.210	1
129.250.0.214	129.250.0.221	8
129.250.0.223	129.250.0.223	1
129.250.0.226	129.250.0.226	1
129.250.0.228	129.250.0.231	4
129.250.0.233	129.250.0.233	1
129.250.0.235	129.250.0.236	2
129.250.0.239	129.250.0.242	4
129.250.0.245	129.250.1.0	12
129.250.1.3	129.250.1.6	4
129.250.1.10	129.250.1.10	1
129.250.1.13	129.250.1.13	1
129.250.1.21	129.250.1.21	1
129.250.1.25	129.250.1.27	3
129.250.1.32	129.250.1.65	34
129.250.1.67	129.250.1.68	2
129.250.1.70	129.250.1.70	1
129.250.1.78	129.250.1.78	1
129.250.1.80	129.250.1.80	1
129.250.1.85	129.250.1.85	1
129.250.1.89	129.250.1.91	3
129.250.1.103	129.250.1.118	16
129.250.1.123	129.250.1.123	1
129.250.1.128	129.250.1.134	7
129.250.1.137	129.250.1.138	2
129.250.1.140	129.250.1.141	2
129.250.1.143	129.250.1.143	1
129.250.1.149	129.250.1.150	2
129.250.1.152	129.250.1.152	1
129.250.1.154	129.250.1.158	5
129.250.1.160	129.250.1.160	1
129.250.1.172	129.250.1.172	1
129.250.1.177	129.250.1.183	7
129.250.1.186	129.250.1.186	1
129.250.1.193	129.250.1.193	1
129.250.1.195	129.250.1.197	3
129.250.1.199	129.250.1.201	3
129.250.1.205	129.250.1.205	1
129.250.1.207	129.250.1.209	3
129.250.1.211	129.250.1.211	1
129.250.1.213	129.250.1.215	3
129.250.1.228	129.250.1.228	1
129.250.1.233	129.250.1.234	2
129.250.1.237	129.250.1.243	7
129.250.1.246	129.250.1.246	1
129.250.1.249	129.250.1.249	1
129.250.1.251	129.250.2.4	10
129.250.2.6	129.250.2.9	4
129.250.2.12	129.250.2.12	1
129.250.2.16	129.250.2.18	3
129.250.2.20	129.250.2.23	4
129.250.2.28	129.250.2.29	2
129.250.2.38	129.250.2.39	2
129.250.2.44	129.250.2.46	3
129.250.2.48	129.250.2.49	2
129.250.2.52	129.250.2.52	1
129.250.2.55	129.250.2.57	3
129.250.2.62	129.250.2.62	1
129.250.2.72	129.250.2.73	2
129.250.2.76	129.250.2.76	1
129.250.2.79	129.250.2.79	1
129.250.2.86	129.250.2.89	4
129.250.2.94	129.250.2.95	2
129.250.2.98	129.250.2.99	2
129.250.2.104	129.250.2.105	2
129.250.2.109	129.250.2.109	1
129.250.2.116	129.250.2.118	3
129.250.2.120	129.250.2.121	2
129.250.2.132	129.250.2.133	2
129.250.2.138	129.250.2.141	4
129.250.2.143	129.250.2.143	1
129.250.2.148	129.250.2.149	2
129.250.2.160	129.250.2.167	8
129.250.2.172	129.250.2.176	5
129.250.2.182	129.250.2.183	2
129.250.2.186	129.250.2.187	2
129.250.2.189	129.250.2.191	3
129.250.2.196	129.250.2.196	1
129.250.2.199	129.250.2.199	1
129.250.2.202	129.250.2.207	6
129.250.2.212	129.250.2.221	10
129.250.2.228	129.250.2.233	6
129.250.2.236	129.250.2.236	1
129.250.2.239	129.250.2.239	1
129.250.2.244	129.250.2.244	1
129.250.2.247	129.250.2.248	2
129.250.2.251	129.250.2.253	3
129.250.3.0	129.250.3.0	1
129.250.3.3	129.250.3.5	3
129.250.3.14	129.250.3.17	4
129.250.3.26	129.250.3.27	2
129.250.3.30	129.250.3.32	3
129.250.3.35	129.250.3.37	3
129.250.3.39	129.250.3.43	5
129.250.3.48	129.250.3.51	4
129.250.3.58	129.250.3.60	3
129.250.3.70	129.250.3.71	2
129.250.3.84	129.250.3.87	4
129.250.3.92	129.250.3.99	8
129.250.3.102	129.250.3.103	2
129.250.3.108	129.250.3.112	5
129.250.3.115	129.250.3.115	1
129.250.3.120	129.250.3.125	6
129.250.3.128	129.250.3.129	2
129.250.3.132	129.250.3.136	5
129.250.3.139	129.250.3.145	7
129.250.3.148	129.250.3.159	12
129.250.3.162	129.250.3.164	3
129.250.3.166	129.250.3.168	3
129.250.3.171	129.250.3.171	1
129.250.3.174	129.250.3.175	2
129.250.3.180	129.250.3.181	2
129.250.3.184	129.250.3.189	6
129.250.3.193	129.250.3.193	1
129.250.3.196	129.250.3.201	6
129.250.3.203	129.250.3.209	7
129.250.3.212	129.250.3.217	6
129.250.3.219	129.250.3.219	1
129.250.3.224	129.250.3.224	1
129.250.3.227	129.250.3.228	2
129.250.3.231	129.250.3.231	1
129.250.3.234	129.250.3.239	6
129.250.3.244	129.250.3.245	2
129.250.3.248	129.250.3.250	3
129.250.4.0	129.250.4.3	4
129.250.4.12	129.250.4.15	4
129.250.4.20	129.250.4.21	2
129.250.4.32	129.250.4.32	1
129.250.4.35	129.250.4.35	1
129.250.4.50	129.250.4.52	3
129.250.4.55	129.250.4.55	1
129.250.4.66	129.250.4.67	2
129.250.4.70	129.250.4.70	1
129.250.4.72	129.250.4.72	1
129.250.4.75	129.250.4.75	1
129.250.4.82	129.250.4.84	3
129.250.4.87	129.250.4.89	3
129.250.4.91	129.250.4.92	2
129.250.4.95	129.250.4.96	2
129.250.4.100	129.250.4.103	4
129.250.4.106	129.250.4.109	4
129.250.4.114	129.250.4.119	6
129.250.4.124	129.250.4.124	1
129.250.4.127	129.250.4.127	1
129.250.4.131	129.250.4.132	2
129.250.4.135	129.250.4.136	2
129.250.4.139	129.250.4.139	1
129.250.4.142	129.250.4.142	1
129.250.4.144	129.250.4.144	1
129.250.4.147	129.250.4.147	1
129.250.4.150	129.250.4.159	10
129.250.4.164	129.250.4.171	8
129.250.4.174	129.250.4.180	7
129.250.4.183	129.250.4.183	1
129.250.4.194	129.250.4.194	1
129.250.4.196	129.250.4.196	1
129.250.4.199	129.250.4.208	10
129.250.4.211	129.250.4.224	14
129.250.4.227	129.250.4.235	9
129.250.4.252	129.250.5.0	5
129.250.5.3	129.250.5.5	3
129.250.5.12	129.250.5.17	6
129.250.5.20	129.250.5.21	2
129.250.5.24	129.250.5.25	2
129.250.5.28	129.250.5.29	2
129.250.5.32	129.250.5.33	2
129.250.5.42	129.250.5.43	2
129.250.5.46	129.250.5.47	2
129.250.5.52	129.250.5.53	2
129.250.5.56	129.250.5.68	13
129.250.5.72	129.250.5.72	1
129.250.5.75	129.250.5.76	2
129.250.5.78	129.250.5.79	2
129.250.5.84	129.250.5.107	24
129.250.5.110	129.250.5.112	3
129.250.5.115	129.250.5.124	10
129.250.5.127	129.250.5.132	6
129.250.5.134	129.250.5.135	2
129.250.5.141	129.250.5.145	5
129.250.5.152	129.250.5.155	4
129.250.5.160	129.250.5.160	1
129.250.5.164	129.250.5.172	9
129.250.5.175	129.250.5.176	2
129.250.5.182	129.250.5.196	15
129.250.5.199	129.250.5.205	7
129.250.5.208	129.250.5.216	9
129.250.5.219	129.250.5.220	2
129.250.5.223	129.250.5.228	6
129.250.5.231	129.250.5.240	10
129.250.5.243	129.250.5.243	1
129.250.5.249	129.250.5.252	4
129.250.6.0	129.250.6.0	1
129.250.6.3	129.250.6.4	2
129.250.6.7	129.250.6.7	1
129.250.6.10	129.250.6.12	3
129.250.6.15	129.250.6.15	1
129.250.6.17	129.250.6.17	1
129.250.6.20	129.250.6.20	1
129.250.6.23	129.250.6.24	2
129.250.6.27	129.250.6.36	10
129.250.6.39	129.250.6.40	2
129.250.6.43	129.250.6.43	1
129.250.6.46	129.250.6.51	6
129.250.6.54	129.250.6.69	16
129.250.6.72	129.250.6.81	10
129.250.6.88	129.250.6.91	4
129.250.6.108	129.250.6.111	4
129.250.6.113	129.250.6.113	1
129.250.6.116	129.250.6.119	4
129.250.6.136	129.250.6.136	1
129.250.6.139	129.250.6.140	2
129.250.6.143	129.250.6.162	20
129.250.6.164	129.250.6.177	14
129.250.6.181	129.250.6.181	1
129.250.6.184	129.250.6.185	2
129.250.6.190	129.250.6.191	2
129.250.6.196	129.250.6.201	6
129.250.6.208	129.250.6.220	13
129.250.6.223	129.250.6.224	2
129.250.6.227	129.250.6.229	3
129.250.6.231	129.250.7.7	33
129.250.7.10	129.250.7.13	4
129.250.7.16	129.250.7.17	2
129.250.7.24	129.250.7.25	2
129.250.7.28	129.250.7.29	2
129.250.7.34	129.250.7.39	6
129.250.7.54	129.250.7.61	8
129.250.7.68	129.250.7.69	2
129.250.7.86	129.250.7.89	4
129.250.7.96	129.250.7.99	4
129.250.7.104	129.250.7.105	2
129.250.7.108	129.250.8.0	149
129.250.8.3	129.250.8.4	2
129.250.8.7	129.250.8.8	2
129.250.8.11	129.250.8.20	10
129.250.8.23	129.250.8.24	2
129.250.8.27	129.250.8.36	10
129.250.8.39	129.250.8.44	6
129.250.8.47	129.250.8.48	2
129.250.8.51	129.250.8.52	2
129.250.8.55	129.250.8.56	2
129.250.8.59	129.250.8.64	6
129.250.8.67	129.250.8.68	2
129.250.8.71	129.250.8.76	6
129.250.8.79	129.250.8.88	10
129.250.8.91	129.250.8.92	2
129.250.8.95	129.250.8.100	6
129.250.8.103	129.250.8.104	2
129.250.8.107	129.250.8.124	18
129.250.8.127	129.250.8.140	14
129.250.8.143	129.250.8.152	10
129.250.8.155	129.250.8.156	2
129.250.8.159	129.250.8.160	2
129.250.8.163	129.250.8.164	2
129.250.8.167	129.250.8.168	2
129.250.8.171	129.250.8.176	6
129.250.8.179	129.250.8.184	6
129.250.8.187	129.250.8.188	2
129.250.8.191	129.250.8.196	6
129.250.8.199	129.250.8.200	2
129.250.8.203	129.250.8.204	2
129.250.8.207	129.250.8.212	6
129.250.8.216	129.250.8.216	1
129.250.8.219	129.250.8.220	2
129.250.8.223	129.250.8.232	10
129.250.8.235	129.250.8.240	6
129.250.8.243	129.250.8.244	2
129.250.8.247	129.250.8.248	2
129.250.8.251	129.250.8.252	2
129.250.8.255	129.250.9.4	6
129.250.9.7	129.250.9.12	6
129.250.9.15	129.250.9.28	14
129.250.9.31	129.250.9.40	10
129.250.9.43	129.250.9.48	6
129.250.9.51	129.250.9.68	18
129.250.9.71	129.250.9.76	6
129.250.9.79	129.250.9.100	22
129.250.9.103	129.250.9.108	6
129.250.9.111	129.250.9.116	6
129.250.9.119	129.250.9.124	6
129.250.9.127	129.250.9.128	2
129.250.9.131	129.250.9.136	6
129.250.9.139	129.250.9.140	2
129.250.9.143	129.250.9.148	6
129.250.9.151	129.250.9.152	2
129.250.9.155	129.250.9.160	6
129.250.9.163	129.250.9.169	7
129.250.9.172	129.250.9.172	1
129.250.9.175	129.250.9.176	2
129.250.9.179	129.250.9.179	1
129.250.9.182	129.250.9.184	3
129.250.9.187	129.250.9.196	10
129.250.9.199	129.250.9.212	14
129.250.9.215	129.250.9.216	2
129.250.9.219	129.250.9.224	6
129.250.9.227	129.250.9.228	2
129.250.9.231	129.250.9.236	6
129.250.9.239	129.250.9.244	6
129.250.9.247	129.250.10.28	38
129.250.10.30	129.250.10.32	3
129.250.10.35	129.250.10.37	3
129.250.10.39	129.250.10.40	2
129.250.10.43	129.250.10.108	66
129.250.10.111	129.250.10.144	34
129.250.10.147	129.250.10.188	42
129.250.10.191	129.250.10.243	53
129.250.10.245	129.250.10.248	4
129.250.10.250	129.250.10.250	1
129.250.10.253	129.250.11.4	8
129.250.11.7	129.250.11.36	30
129.250.11.39	129.250.11.52	14
129.250.11.55	129.250.11.101	47
129.250.11.103	129.250.11.112	10
129.250.11.115	129.250.11.140	26
129.250.11.143	129.250.11.172	30
129.250.11.175	129.250.11.200	26
129.250.11.203	129.250.11.212	10
129.250.11.215	129.250.11.216	2
129.250.11.219	129.250.12.28	66
129.250.12.31	129.250.12.32	2
129.250.12.35	129.250.12.36	2
129.250.12.39	129.250.12.40	2
129.250.12.43	129.250.12.68	26
129.250.12.71	129.250.12.80	10
129.250.12.82	129.250.12.140	59
129.250.12.143	129.250.12.152	10
129.250.12.155	129.250.12.164	10
129.250.12.167	129.250.12.172	6
129.250.12.175	129.250.12.196	22
129.250.12.199	129.250.12.200	2
129.250.12.203	129.250.12.220	18
129.250.12.223	129.250.12.224	2
129.250.12.227	129.250.12.232	6
129.250.12.235	129.250.12.240	6
129.250.12.243	129.250.13.0	14
129.250.13.2	129.250.13.8	7
129.250.13.11	129.250.13.12	2
129.250.13.15	129.250.13.17	3
129.250.13.19	129.250.13.20	2
129.250.13.22	129.250.13.24	3
129.250.13.27	129.250.13.28	2
129.250.13.31	129.250.13.32	2
129.250.13.35	129.250.13.40	6
129.250.13.43	129.250.13.44	2
129.250.13.46	129.250.13.60	15
129.250.13.63	129.250.13.64	2
129.250.13.67	129.250.13.69	3
129.250.13.71	129.250.13.73	3
129.250.13.75	129.250.14.0	182
129.250.14.3	129.250.14.4	2
129.250.14.7	129.250.14.9	3
129.250.14.11	129.250.14.12	2
129.250.14.15	129.250.14.16	2
129.250.14.19	129.250.14.33	15
129.250.14.35	129.250.14.37	3
129.250.14.39	129.250.14.40	2
129.250.14.43	129.250.14.92	50
129.250.14.95	129.250.14.96	2
129.250.14.99	129.250.16.0	414
129.250.16.3	129.250.16.3	1
129.250.16.20	129.250.16.24	5
129.250.16.26	129.250.16.27	2
129.250.16.34	129.250.16.35	2
129.250.16.37	129.250.16.37	1
129.250.16.39	129.250.16.43	5
129.250.16.46	129.250.16.51	6
129.250.16.56	129.250.16.61	6
129.250.16.64	129.250.16.76	13
129.250.16.78	129.250.16.80	3
129.250.16.83	129.250.16.104	22
129.250.16.107	129.250.16.124	18
129.250.16.127	129.250.16.132	6
129.250.16.135	129.250.16.136	2
129.250.16.139	129.250.16.139	1
129.250.16.148	129.250.16.184	37
129.250.16.187	129.250.16.191	5
129.250.16.194	129.250.16.212	19
129.250.16.215	129.250.16.215	1
129.250.16.220	129.250.16.247	28
129.250.16.254	129.250.17.0	3
129.250.17.3	129.250.17.3	1
129.250.17.8	129.250.17.8	1
129.250.17.10	129.250.17.21	12
129.250.17.24	129.250.17.44	21
129.250.17.47	129.250.17.48	2
129.250.17.51	129.250.17.59	9
129.250.17.64	129.250.17.76	13
129.250.17.79	129.250.17.80	2
129.250.17.83	129.250.17.84	2
129.250.17.87	129.250.17.88	2
129.250.17.91	129.250.17.92	2
129.250.17.95	129.250.17.107	13
129.250.17.138	129.250.17.139	2
129.250.17.142	129.250.17.149	8
129.250.17.152	129.250.24.24	1,665
129.250.24.27	129.250.24.28	2
129.250.24.31	129.250.24.80	50
129.250.24.83	129.250.24.84	2
129.250.24.87	129.250.24.108	22
129.250.24.111	129.250.24.124	14
129.250.24.127	129.250.24.240	114
129.250.24.243	129.250.24.244	2
129.250.24.247	129.250.24.248	2
129.250.24.251	129.250.24.252	2
129.250.24.255	129.250.25.40	42
129.250.25.43	129.250.25.44	2
129.250.25.47	129.250.25.56	10
129.250.25.59	129.250.25.60	2
129.250.25.63	129.250.25.100	38
129.250.25.103	129.250.25.104	2
129.250.25.107	129.250.25.108	2
129.250.25.111	129.250.25.112	2
129.250.25.115	129.250.25.116	2
129.250.25.119	129.250.25.128	10
129.250.25.131	129.250.25.132	2
129.250.25.135	129.250.25.136	2
129.250.25.139	129.250.25.140	2
129.250.25.143	129.250.25.144	2
129.250.25.147	129.250.25.156	10
129.250.25.159	129.250.25.160	2
129.250.25.163	129.250.25.164	2
129.250.25.167	129.250.25.168	2
129.250.25.171	129.250.25.172	2
129.250.25.175	129.250.25.176	2
129.250.25.179	129.250.25.180	2
129.250.25.183	129.250.25.184	2
129.250.25.187	129.250.25.188	2
129.250.25.191	129.250.25.216	26
129.250.25.219	129.250.25.220	2
129.250.25.223	129.250.25.224	2
129.250.25.227	129.250.25.232	6
129.250.25.235	129.250.25.236	2
129.250.25.239	129.250.25.240	2
129.250.25.243	129.250.25.244	2
129.250.25.247	129.250.25.248	2
129.250.25.251	129.250.25.252	2
129.250.25.255	129.250.26.32	34
129.250.26.35	129.250.26.36	2
129.250.26.39	129.250.26.40	2
129.250.26.43	129.250.26.44	2
129.250.26.47	129.250.26.48	2
129.250.26.51	129.250.26.64	14
129.250.26.67	129.250.26.68	2
129.250.26.71	129.250.26.72	2
129.250.26.75	129.250.26.76	2
129.250.26.79	129.250.26.80	2
129.250.26.83	129.250.26.96	14
129.250.26.99	129.250.26.100	2
129.250.26.103	129.250.26.104	2
129.250.26.107	129.250.26.108	2
129.250.26.111	129.250.26.140	30
129.250.26.143	129.250.26.176	34
129.250.26.179	129.250.26.180	2
129.250.26.183	129.250.26.184	2
129.250.26.187	129.250.26.188	2
129.250.26.191	129.250.26.224	34
129.250.26.227	129.250.26.228	2
129.250.26.231	129.250.26.232	2
129.250.26.235	129.250.26.236	2
129.250.26.239	129.250.29.28	558
129.250.29.31	129.250.30.64	290
129.250.30.67	129.250.30.68	2
129.250.30.71	129.250.30.72	2
129.250.30.75	129.250.30.76	2
129.250.30.79	129.250.31.71	249
129.250.31.74	129.250.31.160	87
129.250.31.163	129.250.31.164	2
129.250.31.167	129.250.31.212	46
129.250.31.215	129.250.31.216	2
129.250.31.219	129.250.31.220	2
129.250.31.223	129.250.31.224	2
129.250.31.227	129.250.31.228	2
129.250.31.231	129.250.31.236	6
129.250.31.239	129.250.31.240	2
129.250.31.243	129.250.31.244	2
129.250.31.247	129.250.31.248	2
129.250.31.251	129.250.31.252	2
129.250.31.255	129.250.31.255	1
129.250.32.13	129.250.32.15	3
129.250.32.33	129.250.32.44	12
129.250.32.53	129.250.32.53	1
129.250.32.60	129.250.32.61	2
129.250.32.130	129.250.32.134	5
129.250.33.0	129.250.34.15	272
129.250.34.17	129.250.34.20	4
129.250.34.23	129.250.36.20	510
129.250.36.23	129.250.36.28	6
129.250.36.31	129.250.36.72	42
129.250.36.75	129.250.36.76	2
129.250.36.79	129.250.36.80	2
129.250.36.83	129.250.38.231	661
129.250.38.233	129.250.41.255	791
129.250.43.0	129.250.43.48	49
129.250.43.50	129.250.43.51	2
129.250.43.54	129.250.44.84	287
129.250.44.86	129.250.44.96	11
129.250.44.100	129.250.45.36	193
129.250.45.39	129.250.45.40	2
129.250.45.43	129.250.45.44	2
129.250.45.47	129.250.45.48	2
129.250.45.51	129.250.45.52	2
129.250.45.55	129.250.45.56	2
129.250.45.59	129.250.45.92	34
129.250.45.95	129.250.45.96	2
129.250.45.99	129.250.45.101	3
129.250.45.103	129.250.45.105	3
129.250.45.107	129.250.45.140	34
129.250.45.143	129.250.45.152	10
129.250.45.155	129.250.45.188	34
129.250.45.191	129.250.45.192	2
129.250.45.195	129.250.45.196	2
129.250.45.199	129.250.45.204	6
129.250.45.207	129.250.45.232	26
129.250.45.235	129.250.45.252	18
129.250.45.255	129.250.46.4	6
129.250.46.7	129.250.46.8	2
129.250.46.11	129.250.46.12	2
129.250.46.15	129.250.46.16	2
129.250.46.19	129.250.46.28	10
129.250.46.31	129.250.46.32	2
129.250.46.35	129.250.46.44	10
129.250.46.47	129.250.46.48	2
129.250.46.51	129.250.48.33	495
129.250.48.35	129.250.48.160	126
129.250.48.163	129.250.48.164	2
129.250.48.167	129.250.48.169	3
129.250.48.171	129.250.48.172	2
129.250.48.174	129.250.48.177	4
129.250.48.179	129.250.48.180	2
129.250.48.182	129.250.48.188	7
129.250.48.190	129.250.48.196	7
129.250.48.198	129.250.48.204	7
129.250.48.206	129.250.48.212	7
129.250.48.214	129.250.48.217	4
129.250.48.219	129.250.48.220	2
129.250.48.222	129.250.48.225	4
129.250.48.227	129.250.48.228	2
129.250.48.230	129.250.48.233	4
129.250.48.235	129.250.48.236	2
129.250.48.238	129.250.48.240	3
129.250.48.242	129.250.59.255	2,830
129.250.61.0	129.250.61.255	256
129.250.62.1	129.250.62.1	1
129.250.62.8	129.250.62.10	3
129.250.62.12	129.250.62.15	4
129.250.62.19	129.250.62.22	4
129.250.62.27	129.250.62.31	5
129.250.62.35	129.250.62.35	1
129.250.62.40	129.250.62.40	1
129.250.63.0	129.250.63.0	1
129.250.63.4	129.250.63.8	5
129.250.63.12	129.250.63.64	53
129.250.63.68	129.250.63.72	5
129.250.63.76	129.250.63.96	21
129.250.63.100	129.250.63.104	5
129.250.63.108	129.250.63.128	21
129.250.63.132	129.250.63.136	5
129.250.63.140	129.250.63.192	53
129.250.63.196	129.250.63.200	5
129.250.63.204	129.250.64.16	69
129.250.64.20	129.250.64.33	14
129.250.64.35	129.250.64.40	6
129.250.64.43	129.250.64.48	6
129.250.64.52	129.250.64.56	5
129.250.64.60	129.250.64.64	5
129.250.64.68	129.250.64.72	5
129.250.64.76	129.250.64.104	29
129.250.64.108	129.250.64.112	5
129.250.64.116	129.250.64.128	13
129.250.64.132	129.250.64.136	5
129.250.64.140	129.250.64.144	5
129.250.64.148	129.250.64.152	5
129.250.64.156	129.250.64.160	5
129.250.64.164	129.250.64.200	37
129.250.64.204	129.250.64.208	5
129.250.64.212	129.250.64.216	5
129.250.64.220	129.250.64.224	5
129.250.64.228	129.250.64.232	5
129.250.64.236	129.250.64.240	5
129.250.64.244	129.250.64.248	5
129.250.64.252	129.250.66.0	261
129.250.66.3	129.250.66.4	2
129.250.66.7	129.250.66.8	2
129.250.66.11	129.250.66.12	2
129.250.66.15	129.250.66.16	2
129.250.66.19	129.250.66.24	6
129.250.66.27	129.250.66.40	14
129.250.66.43	129.250.66.44	2
129.250.66.47	129.250.66.52	6
129.250.66.55	129.250.66.56	2
129.250.66.59	129.250.66.60	2
129.250.66.63	129.250.66.68	6
129.250.66.71	129.250.66.76	6
129.250.66.79	129.250.66.84	6
129.250.66.87	129.250.66.88	2
129.250.66.91	129.250.66.100	10
129.250.66.103	129.250.66.104	2
129.250.66.107	129.250.66.108	2
129.250.66.111	129.250.66.112	2
129.250.66.115	129.250.66.116	2
129.250.66.119	129.250.66.120	2
129.250.66.123	129.250.66.124	2
129.250.66.127	129.250.66.128	2
129.250.66.131	129.250.66.132	2
129.250.66.135	129.250.66.136	2
129.250.66.139	129.250.66.140	2
129.250.66.143	129.250.66.144	2
129.250.66.147	129.250.66.152	6
129.250.66.155	129.250.66.156	2
129.250.66.159	129.250.80.1	3,427
129.250.80.3	129.250.81.34	288
129.250.81.37	129.250.81.64	28
129.250.81.67	129.250.81.96	30
129.250.81.99	129.250.81.160	62
129.250.81.163	129.250.81.224	62
129.250.81.227	129.250.82.96	126
129.250.82.99	129.250.83.224	382
129.250.83.227	129.250.84.192	222
129.250.84.195	129.250.84.224	30
129.250.84.227	129.250.86.32	318
129.250.86.35	129.250.86.64	30
129.250.86.67	129.250.86.96	30
129.250.86.99	129.250.86.128	30
129.250.86.131	129.250.86.160	30
129.250.86.163	129.250.86.192	30
129.250.86.195	129.250.86.224	30
129.250.86.227	129.250.87.0	30
129.250.87.3	129.250.87.32	30
129.250.87.35	129.250.87.64	30
129.250.87.67	129.250.87.96	30
129.250.87.99	129.250.87.128	30
129.250.87.131	129.250.87.160	30
129.250.87.163	129.250.87.192	30
129.250.87.195	129.250.88.0	62
129.250.88.3	129.250.88.32	30
129.250.88.35	129.250.88.64	30
129.250.88.67	129.250.88.128	62
129.250.88.131	129.250.88.160	30
129.250.88.163	129.250.88.192	30
129.250.88.195	129.250.88.224	30
129.250.88.227	129.250.89.0	30
129.250.89.3	129.250.89.32	30
129.250.89.35	129.250.89.96	62
129.250.89.99	129.250.89.128	30
129.250.89.131	129.250.89.160	30
129.250.89.163	129.250.89.192	30
129.250.89.195	129.250.89.224	30
129.250.89.227	129.250.90.0	30
129.250.90.3	129.250.90.32	30
129.250.90.35	129.250.90.64	30
129.250.90.67	129.250.90.96	30
129.250.90.99	129.250.90.128	30
129.250.90.131	129.250.90.160	30
129.250.90.163	129.250.90.192	30
129.250.90.195	129.250.90.224	30
129.250.90.227	129.250.91.0	30
129.250.91.3	129.250.91.32	30
129.250.91.35	129.250.91.64	30
129.250.91.67	129.250.91.96	30
129.250.91.99	129.250.91.128	30
129.250.91.131	129.250.91.192	62
129.250.91.195	129.250.97.1	1,343
129.250.97.6	129.250.97.9	4
129.250.97.18	129.250.97.21	4
129.250.97.24	129.250.97.25	2
129.250.97.32	129.250.97.51	20
129.250.97.58	129.250.97.61	4
129.250.97.64	129.250.97.65	2
129.250.97.68	129.250.97.71	4
129.250.97.76	129.250.97.77	2
129.250.97.80	129.250.97.87	8
129.250.97.96	129.250.97.103	8
129.250.97.106	129.250.97.107	2
129.250.97.112	129.250.97.129	18
129.250.97.136	129.250.97.137	2
129.250.97.146	129.250.97.149	4
129.250.97.170	129.250.97.173	4
129.250.97.176	129.250.97.179	4
129.250.97.182	129.250.97.185	4
129.250.97.188	129.250.97.191	4
129.250.97.200	129.250.97.201	2
129.250.97.204	129.250.97.207	4
129.250.97.218	129.250.97.225	8
129.250.97.230	129.250.97.231	2
